Source,Target,Weight,Mission Report Id,Mission Report Title,Mission Brief Id,Mission Brief Title,Campaign Id,Campaign Title
"151","5","<[2012-05-31T15:45:09.000, 2012-06-02T13:54:41.000, 1); [2012-06-02T13:54:41.000, 2012-06-03T00:00:43.000, 2); [2012-06-03T00:00:43.000, 2015-02-25T14:45:09.000, 3); [2015-02-25T14:45:09.000, 2015-02-27T12:54:41.000, 2); [2015-02-27T12:54:41.000, 2015-02-27T23:00:43.000, 1]>",,,,,,
"818","796","<[2012-05-05T20:16:08.000, 2015-01-30T19:16:08.000, 1]>",,,,,,
"64","474","<[2012-03-23T17:24:55.000, 2012-03-25T14:27:57.000, 1); [2012-03-25T14:27:57.000, 2012-03-28T20:48:33.000, 2); [2012-03-28T20:48:33.000, 2012-03-29T00:20:08.000, 3); [2012-03-29T00:20:08.000, 2012-03-29T06:22:00.000, 4); [2012-03-29T06:22:00.000, 2012-04-09T05:20:28.000, 5); [2012-04-09T05:20:28.000, 2012-04-09T21:54:29.000, 6); [2012-04-09T21:54:29.000, 2012-04-10T21:26:31.000, 7); [2012-04-10T21:26:31.000, 2012-04-11T04:51:49.000, 8); [2012-04-11T04:51:49.000, 2012-04-16T23:54:00.000, 9); [2012-04-16T23:54:00.000, 2012-05-06T18:45:13.000, 10); [2012-05-06T18:45:13.000, 2014-12-18T17:24:55.000, 11); [2014-12-18T17:24:55.000, 2014-12-20T13:27:57.000, 10); [2014-12-20T13:27:57.000, 2014-12-23T19:48:33.000, 9); [2014-12-23T19:48:33.000, 2014-12-23T23:20:08.000, 8); [2014-12-23T23:20:08.000, 2014-12-24T05:22:00.000, 7); [2014-12-24T05:22:00.000, 2015-01-04T04:20:28.000, 6); [2015-01-04T04:20:28.000, 2015-01-04T20:54:29.000, 5); [2015-01-04T20:54:29.000, 2015-01-05T20:26:31.000, 4); [2015-01-05T20:26:31.000, 2015-01-06T03:51:49.000, 3); [2015-01-06T03:51:49.000, 2015-01-11T22:54:00.000, 2); [2015-01-11T22:54:00.000, 2015-01-31T17:45:13.000, 1]>",,,,,,
"64","233","<[2011-12-12T00:25:27.000, 2012-01-11T01:22:00.000, 1); [2012-01-11T01:22:00.000, 2012-01-11T22:14:47.000, 2); [2012-01-11T22:14:47.000, 2012-01-11T23:48:00.000, 3); [2012-01-11T23:48:00.000, 2012-01-19T05:32:00.000, 4); [2012-01-19T05:32:00.000, 2012-01-19T14:31:00.000, 5); [2012-01-19T14:31:00.000, 2012-01-28T07:06:11.000, 6); [2012-01-28T07:06:11.000, 2012-01-28T07:30:00.000, 7); [2012-01-28T07:30:00.000, 2012-01-28T18:04:00.000, 8); [2012-01-28T18:04:00.000, 2012-01-29T06:10:00.000, 9); [2012-01-29T06:10:00.000, 2012-01-30T07:15:55.000, 10); [2012-01-30T07:15:55.000, 2012-01-30T20:51:41.000, 11); [2012-01-30T20:51:41.000, 2012-01-31T19:56:00.000, 12); [2012-01-31T19:56:00.000, 2012-02-09T17:36:52.000, 13); [2012-02-09T17:36:52.000, 2012-02-10T02:44:16.000, 14); [2012-02-10T02:44:16.000, 2012-02-10T21:28:13.000, 15); [2012-02-10T21:28:13.000, 2012-02-11T22:00:47.000, 16); [2012-02-11T22:00:47.000, 2014-09-07T01:25:27.000, 17); [2014-09-07T01:25:27.000, 2014-10-07T02:22:00.000, 16); [2014-10-07T02:22:00.000, 2014-10-07T23:14:47.000, 15); [2014-10-07T23:14:47.000, 2014-10-08T00:48:00.000, 14); [2014-10-08T00:48:00.000, 2014-10-15T06:32:00.000, 13); [2014-10-15T06:32:00.000, 2014-10-15T15:31:00.000, 12); [2014-10-15T15:31:00.000, 2014-10-24T08:06:11.000, 11); [2014-10-24T08:06:11.000, 2014-10-24T08:30:00.000, 10); [2014-10-24T08:30:00.000, 2014-10-24T19:04:00.000, 9); [2014-10-24T19:04:00.000, 2014-10-25T07:10:00.000, 8); [2014-10-25T07:10:00.000, 2014-10-26T07:15:55.000, 7); [2014-10-26T07:15:55.000, 2014-10-26T20:51:41.000, 6); [2014-10-26T20:51:41.000, 2014-10-27T19:56:00.000, 5); [2014-10-27T19:56:00.000, 2014-11-05T17:36:52.000, 4); [2014-11-05T17:36:52.000, 2014-11-06T02:44:16.000, 3); [2014-11-06T02:44:16.000, 2014-11-06T21:28:13.000, 2); [2014-11-06T21:28:13.000, 2014-11-07T22:00:47.000, 1]>",,,,,,
"8","985","<[2012-07-12T11:29:29.000, 2015-04-08T11:29:29.000, 1]>",,,,,,
"700","716","<[2012-04-12T14:14:21.000, 2012-04-12T17:14:58.000, 1); [2012-04-12T17:14:58.000, 2012-04-13T12:50:32.000, 2); [2012-04-13T12:50:32.000, 2012-04-14T12:02:28.000, 3); [2012-04-14T12:02:28.000, 2015-01-07T13:14:21.000, 4); [2015-01-07T13:14:21.000, 2015-01-07T16:14:58.000, 3); [2015-01-07T16:14:58.000, 2015-01-08T11:50:32.000, 2); [2015-01-08T11:50:32.000, 2015-01-09T11:02:28.000, 1]>",,,,,,
"683","702","<[2012-11-18T17:57:24.000, 2015-08-15T18:57:24.000, 1]>",,,,,,
"10","821","<[2012-05-14T14:55:53.000, 2015-02-08T13:55:53.000, 1]>",,,,,,
"778","778","<[2012-05-10T16:59:17.000, 2015-02-04T15:59:17.000, 1]>",,,,,,
"782","825","<[2012-05-13T15:16:55.000, 2015-02-07T14:16:55.000, 1]>",,,,,,
"4","514","<[2012-02-15T16:26:00.000, 2012-02-15T18:56:13.000, 1); [2012-02-15T18:56:13.000, 2012-02-16T12:52:20.000, 2); [2012-02-16T12:52:20.000, 2012-02-16T22:59:17.000, 3); [2012-02-16T22:59:17.000, 2012-02-18T16:55:28.000, 4); [2012-02-18T16:55:28.000, 2014-11-11T16:26:00.000, 5); [2014-11-11T16:26:00.000, 2014-11-11T18:56:13.000, 4); [2014-11-11T18:56:13.000, 2014-11-12T12:52:20.000, 3); [2014-11-12T12:52:20.000, 2014-11-12T22:59:17.000, 2); [2014-11-12T22:59:17.000, 2014-11-14T16:55:28.000, 1]>",,,,,,
"737","8","<[2012-06-06T21:41:44.000, 2012-06-06T23:49:49.000, 1); [2012-06-06T23:49:49.000, 2015-03-03T20:41:44.000, 2); [2015-03-03T20:41:44.000, 2015-03-03T22:49:49.000, 1]>",,,,,,
"842","5","<[2012-06-08T21:27:04.000, 2015-03-05T20:27:04.000, 1]>",,,,,,
"8","97","<[2012-03-28T12:27:36.000, 2012-03-29T14:13:20.000, 1); [2012-03-29T14:13:20.000, 2014-12-23T11:27:36.000, 2); [2014-12-23T11:27:36.000, 2014-12-24T13:13:20.000, 1]>",,,,,,
"4","57","<[2012-04-04T10:47:05.000, 2014-12-30T09:47:05.000, 1]>",,,,,,
"42","64","<[2012-02-28T18:19:15.000, 2012-03-01T07:14:54.000, 1); [2012-03-01T07:14:54.000, 2012-03-01T07:16:03.000, 2); [2012-03-01T07:16:03.000, 2012-03-07T23:54:28.000, 3); [2012-03-07T23:54:28.000, 2012-03-07T23:54:31.000, 4); [2012-03-07T23:54:31.000, 2012-03-09T13:54:48.000, 5); [2012-03-09T13:54:48.000, 2012-03-09T21:07:14.000, 6); [2012-03-09T21:07:14.000, 2012-03-11T06:47:28.000, 7); [2012-03-11T06:47:28.000, 2012-03-13T17:09:59.000, 8); [2012-03-13T17:09:59.000, 2012-04-30T21:28:58.000, 9); [2012-04-30T21:28:58.000, 2014-11-24T18:19:15.000, 10); [2014-11-24T18:19:15.000, 2014-11-26T07:14:54.000, 9); [2014-11-26T07:14:54.000, 2014-11-26T07:16:03.000, 8); [2014-11-26T07:16:03.000, 2014-12-02T23:54:28.000, 7); [2014-12-02T23:54:28.000, 2014-12-02T23:54:31.000, 6); [2014-12-02T23:54:31.000, 2014-12-04T13:54:48.000, 5); [2014-12-04T13:54:48.000, 2014-12-04T21:07:14.000, 4); [2014-12-04T21:07:14.000, 2014-12-06T06:47:28.000, 3); [2014-12-06T06:47:28.000, 2014-12-08T17:09:59.000, 2); [2014-12-08T17:09:59.000, 2015-01-25T20:28:58.000, 1]>",,,,,,
"683","82","<[2012-04-29T17:21:59.000, 2012-11-14T18:57:16.000, 1); [2012-11-14T18:57:16.000, 2015-01-24T16:21:59.000, 2); [2015-01-24T16:21:59.000, 2015-08-11T19:57:16.000, 1]>",,,,,,
"4","1234","<[2012-09-05T01:52:04.000, 2015-06-02T01:52:04.000, 1]>",,,,,,
"1137","8","<[2012-08-09T18:42:31.000, 2012-08-09T20:51:27.000, 1); [2012-08-09T20:51:27.000, 2015-05-06T18:42:31.000, 2); [2015-05-06T18:42:31.000, 2015-05-06T20:51:27.000, 1]>",,,,,,
"384","1121","<[2012-07-04T12:35:49.000, 2015-03-31T12:35:49.000, 1]>",,,,,,
"683","932","<[2012-07-18T15:40:03.000, 2012-07-19T14:56:30.000, 1); [2012-07-19T14:56:30.000, 2012-11-23T00:55:21.000, 2); [2012-11-23T00:55:21.000, 2012-11-25T22:14:00.000, 3); [2012-11-25T22:14:00.000, 2012-11-26T11:28:17.000, 4); [2012-11-26T11:28:17.000, 2015-04-14T15:40:03.000, 5); [2015-04-14T15:40:03.000, 2015-04-15T14:56:30.000, 4); [2015-04-15T14:56:30.000, 2015-08-20T01:55:21.000, 3); [2015-08-20T01:55:21.000, 2015-08-22T23:14:00.000, 2); [2015-08-22T23:14:00.000, 2015-08-23T12:28:17.000, 1]>",,,,,,
"716","239","<[2012-04-14T12:02:22.000, 2012-04-17T13:03:00.000, 1); [2012-04-17T13:03:00.000, 2015-01-09T11:02:22.000, 2); [2015-01-09T11:02:22.000, 2015-01-12T12:03:00.000, 1]>",,,,,,
"275","326","<[2012-03-03T16:57:16.000, 2012-03-04T18:49:03.000, 1); [2012-03-04T18:49:03.000, 2014-11-28T16:57:16.000, 2); [2014-11-28T16:57:16.000, 2014-11-29T18:49:03.000, 1]>",,,,,,
"441","8","<[2012-02-19T11:10:21.000, 2012-05-24T15:03:41.000, 1); [2012-05-24T15:03:41.000, 2014-11-15T11:10:21.000, 2); [2014-11-15T11:10:21.000, 2015-02-18T14:03:41.000, 1]>",,,,,,
"10","905","<[2012-05-31T15:31:00.000, 2015-02-25T14:31:00.000, 1]>",,,,,,
"64","935","<[2012-05-30T19:27:08.000, 2015-02-24T18:27:08.000, 1]>",,,,,,
"511","4","<[2012-05-29T22:13:51.000, 2012-06-20T21:58:05.000, 1); [2012-06-20T21:58:05.000, 2015-02-23T21:13:51.000, 2); [2015-02-23T21:13:51.000, 2015-03-17T20:58:05.000, 1]>",,,,,,
"8","664","<[2012-05-18T16:45:15.000, 2012-05-18T19:30:40.000, 1); [2012-05-18T19:30:40.000, 2015-02-12T15:45:15.000, 2); [2015-02-12T15:45:15.000, 2015-02-12T18:30:40.000, 1]>",,,,,,
"468","841","<[2012-05-10T16:58:36.000, 2015-02-04T15:58:36.000, 1]>",,,,,,
"598","4","<[2012-05-11T16:04:15.000, 2015-02-05T15:04:15.000, 1]>",,,,,,
"575","4","<[2012-05-02T12:17:46.000, 2012-05-02T14:05:46.000, 1); [2012-05-02T14:05:46.000, 2012-05-02T17:13:03.000, 2); [2012-05-02T17:13:03.000, 2012-05-02T22:14:01.000, 3); [2012-05-02T22:14:01.000, 2012-05-06T19:30:24.000, 4); [2012-05-06T19:30:24.000, 2015-01-27T11:17:46.000, 5); [2015-01-27T11:17:46.000, 2015-01-27T13:05:46.000, 4); [2015-01-27T13:05:46.000, 2015-01-27T16:13:03.000, 3); [2015-01-27T16:13:03.000, 2015-01-27T21:14:01.000, 2); [2015-01-27T21:14:01.000, 2015-01-31T18:30:24.000, 1]>",,,,,,
"4","50","<[2011-10-19T22:44:14.000, 2011-10-19T22:49:00.000, 1); [2011-10-19T22:49:00.000, 2014-07-15T22:44:14.000, 2); [2014-07-15T22:44:14.000, 2014-07-15T22:49:00.000, 1]>",,,,,,
"795","932","<[2012-06-09T09:08:43.000, 2015-03-06T08:08:43.000, 1]>",,,,,,
"711","890","<[2012-05-22T13:16:44.000, 2015-02-16T12:16:44.000, 1]>",,,,,,
"10","798","<[2012-05-04T17:26:52.000, 2015-01-29T16:26:52.000, 1]>",,,,,,
"540","412","<[2012-04-21T17:07:01.000, 2015-01-16T16:07:01.000, 1]>",,,,,,
"64","203","<[2011-11-23T13:19:00.000, 2011-11-23T22:06:02.000, 1); [2011-11-23T22:06:02.000, 2011-11-24T16:00:00.000, 2); [2011-11-24T16:00:00.000, 2011-11-25T19:46:49.000, 3); [2011-11-25T19:46:49.000, 2011-11-25T21:24:40.000, 4); [2011-11-25T21:24:40.000, 2011-11-26T17:20:00.000, 5); [2011-11-26T17:20:00.000, 2011-12-01T08:23:55.000, 6); [2011-12-01T08:23:55.000, 2011-12-02T05:10:10.000, 7); [2011-12-02T05:10:10.000, 2012-01-13T16:21:00.000, 8); [2012-01-13T16:21:00.000, 2012-01-13T21:22:00.000, 9); [2012-01-13T21:22:00.000, 2012-01-13T22:30:00.000, 10); [2012-01-13T22:30:00.000, 2012-01-15T07:29:00.000, 11); [2012-01-15T07:29:00.000, 2012-01-16T01:55:00.000, 12); [2012-01-16T01:55:00.000, 2012-01-16T08:27:00.000, 13); [2012-01-16T08:27:00.000, 2012-01-20T22:23:08.000, 14); [2012-01-20T22:23:08.000, 2012-01-21T18:26:10.000, 15); [2012-01-21T18:26:10.000, 2012-01-22T18:14:00.000, 16); [2012-01-22T18:14:00.000, 2012-01-22T19:07:28.000, 17); [2012-01-22T19:07:28.000, 2012-01-24T22:30:39.000, 18); [2012-01-24T22:30:39.000, 2012-01-24T23:03:00.000, 19); [2012-01-24T23:03:00.000, 2012-01-25T21:19:38.000, 20); [2012-01-25T21:19:38.000, 2012-01-26T07:20:25.000, 21); [2012-01-26T07:20:25.000, 2012-01-27T18:59:00.000, 22); [2012-01-27T18:59:00.000, 2012-02-06T03:59:19.000, 23); [2012-02-06T03:59:19.000, 2012-02-21T17:09:37.000, 24); [2012-02-21T17:09:37.000, 2012-02-22T04:53:25.000, 25); [2012-02-22T04:53:25.000, 2012-02-22T16:05:33.000, 26); [2012-02-22T16:05:33.000, 2012-02-22T16:38:00.000, 27); [2012-02-22T16:38:00.000, 2012-02-22T21:37:20.000, 28); [2012-02-22T21:37:20.000, 2012-02-23T19:50:00.000, 29); [2012-02-23T19:50:00.000, 2012-02-28T17:21:35.000, 30); [2012-02-28T17:21:35.000, 2012-03-08T04:19:00.000, 31); [2012-03-08T04:19:00.000, 2012-03-10T16:02:00.000, 32); [2012-03-10T16:02:00.000, 2012-03-29T06:35:10.000, 33); [2012-03-29T06:35:10.000, 2012-03-30T05:02:00.000, 34); [2012-03-30T05:02:00.000, 2012-04-15T13:46:31.000, 35); [2012-04-15T13:46:31.000, 2012-04-16T00:50:48.000, 36); [2012-04-16T00:50:48.000, 2012-04-16T07:17:00.000, 37); [2012-04-16T07:17:00.000, 2012-04-16T22:27:17.000, 38); [2012-04-16T22:27:17.000, 2012-04-17T13:27:00.000, 39); [2012-04-17T13:27:00.000, 2012-04-17T23:12:12.000, 40); [2012-04-17T23:12:12.000, 2012-04-17T23:29:44.000, 41); [2012-04-17T23:29:44.000, 2012-04-19T13:08:00.000, 42); [2012-04-19T13:08:00.000, 2012-05-16T21:30:49.000, 43); [2012-05-16T21:30:49.000, 2012-05-19T05:23:00.000, 44); [2012-05-19T05:23:00.000, 2012-05-19T06:06:09.000, 45); [2012-05-19T06:06:09.000, 2012-05-21T01:20:17.000, 46); [2012-05-21T01:20:17.000, 2012-05-21T06:03:00.000, 47); [2012-05-21T06:03:00.000, 2012-05-21T06:31:16.000, 48); [2012-05-21T06:31:16.000, 2014-08-19T14:19:00.000, 49); [2014-08-19T14:19:00.000, 2014-08-19T23:06:02.000, 48); [2014-08-19T23:06:02.000, 2014-08-20T17:00:00.000, 47); [2014-08-20T17:00:00.000, 2014-08-21T20:46:49.000, 46); [2014-08-21T20:46:49.000, 2014-08-21T22:24:40.000, 45); [2014-08-21T22:24:40.000, 2014-08-22T18:20:00.000, 44); [2014-08-22T18:20:00.000, 2014-08-27T09:23:55.000, 43); [2014-08-27T09:23:55.000, 2014-08-28T06:10:10.000, 42); [2014-08-28T06:10:10.000, 2014-10-09T17:21:00.000, 41); [2014-10-09T17:21:00.000, 2014-10-09T22:22:00.000, 40); [2014-10-09T22:22:00.000, 2014-10-09T23:30:00.000, 39); [2014-10-09T23:30:00.000, 2014-10-11T08:29:00.000, 38); [2014-10-11T08:29:00.000, 2014-10-12T02:55:00.000, 37); [2014-10-12T02:55:00.000, 2014-10-12T09:27:00.000, 36); [2014-10-12T09:27:00.000, 2014-10-16T23:23:08.000, 35); [2014-10-16T23:23:08.000, 2014-10-17T19:26:10.000, 34); [2014-10-17T19:26:10.000, 2014-10-18T19:14:00.000, 33); [2014-10-18T19:14:00.000, 2014-10-18T20:07:28.000, 32); [2014-10-18T20:07:28.000, 2014-10-20T23:30:39.000, 31); [2014-10-20T23:30:39.000, 2014-10-21T00:03:00.000, 30); [2014-10-21T00:03:00.000, 2014-10-21T22:19:38.000, 29); [2014-10-21T22:19:38.000, 2014-10-22T08:20:25.000, 28); [2014-10-22T08:20:25.000, 2014-10-23T19:59:00.000, 27); [2014-10-23T19:59:00.000, 2014-11-02T03:59:19.000, 26); [2014-11-02T03:59:19.000, 2014-11-17T17:09:37.000, 25); [2014-11-17T17:09:37.000, 2014-11-18T04:53:25.000, 24); [2014-11-18T04:53:25.000, 2014-11-18T16:05:33.000, 23); [2014-11-18T16:05:33.000, 2014-11-18T16:38:00.000, 22); [2014-11-18T16:38:00.000, 2014-11-18T21:37:20.000, 21); [2014-11-18T21:37:20.000, 2014-11-19T19:50:00.000, 20); [2014-11-19T19:50:00.000, 2014-11-24T17:21:35.000, 19); [2014-11-24T17:21:35.000, 2014-12-03T04:19:00.000, 18); [2014-12-03T04:19:00.000, 2014-12-05T16:02:00.000, 17); [2014-12-05T16:02:00.000, 2014-12-24T05:35:10.000, 16); [2014-12-24T05:35:10.000, 2014-12-25T04:02:00.000, 15); [2014-12-25T04:02:00.000, 2015-01-10T12:46:31.000, 14); [2015-01-10T12:46:31.000, 2015-01-10T23:50:48.000, 13); [2015-01-10T23:50:48.000, 2015-01-11T06:17:00.000, 12); [2015-01-11T06:17:00.000, 2015-01-11T21:27:17.000, 11); [2015-01-11T21:27:17.000, 2015-01-12T12:27:00.000, 10); [2015-01-12T12:27:00.000, 2015-01-12T22:12:12.000, 9); [2015-01-12T22:12:12.000, 2015-01-12T22:29:44.000, 8); [2015-01-12T22:29:44.000, 2015-01-14T12:08:00.000, 7); [2015-01-14T12:08:00.000, 2015-02-10T20:30:49.000, 6); [2015-02-10T20:30:49.000, 2015-02-13T04:23:00.000, 5); [2015-02-13T04:23:00.000, 2015-02-13T05:06:09.000, 4); [2015-02-13T05:06:09.000, 2015-02-15T00:20:17.000, 3); [2015-02-15T00:20:17.000, 2015-02-15T05:03:00.000, 2); [2015-02-15T05:03:00.000, 2015-02-15T05:31:16.000, 1]>",,,,,,
"82","64","<[2011-12-13T10:33:30.000, 2011-12-22T10:25:04.000, 1); [2011-12-22T10:25:04.000, 2012-05-22T09:52:05.000, 2); [2012-05-22T09:52:05.000, 2012-05-30T15:23:11.000, 3); [2012-05-30T15:23:11.000, 2012-06-08T09:38:16.000, 4); [2012-06-08T09:38:16.000, 2012-06-27T01:20:19.000, 5); [2012-06-27T01:20:19.000, 2012-06-28T01:49:18.000, 6); [2012-06-28T01:49:18.000, 2014-09-08T11:33:30.000, 7); [2014-09-08T11:33:30.000, 2014-09-17T11:25:04.000, 6); [2014-09-17T11:25:04.000, 2015-02-16T08:52:05.000, 5); [2015-02-16T08:52:05.000, 2015-02-24T14:23:11.000, 4); [2015-02-24T14:23:11.000, 2015-03-05T08:38:16.000, 3); [2015-03-05T08:38:16.000, 2015-03-24T00:20:19.000, 2); [2015-03-24T00:20:19.000, 2015-03-25T00:49:18.000, 1]>",,,,,,
"8","206","<[2012-05-23T19:53:06.000, 2012-06-03T22:02:08.000, 1); [2012-06-03T22:02:08.000, 2015-02-17T18:53:06.000, 2); [2015-02-17T18:53:06.000, 2015-02-28T21:02:08.000, 1]>",,,,,,
"609","10","<[2012-05-15T17:32:29.000, 2012-09-06T03:11:01.000, 1); [2012-09-06T03:11:01.000, 2015-02-09T16:32:29.000, 2); [2015-02-09T16:32:29.000, 2015-06-03T03:11:01.000, 1]>",,,,,,
"676","64","<[2012-04-15T20:49:25.000, 2012-04-18T17:06:58.000, 1); [2012-04-18T17:06:58.000, 2012-04-18T17:07:14.000, 2); [2012-04-18T17:07:14.000, 2012-04-18T17:07:17.000, 3); [2012-04-18T17:07:17.000, 2012-04-25T10:43:49.000, 4); [2012-04-25T10:43:49.000, 2012-04-25T10:44:03.000, 5); [2012-04-25T10:44:03.000, 2012-04-30T23:55:01.000, 6); [2012-04-30T23:55:01.000, 2015-01-10T19:49:25.000, 7); [2015-01-10T19:49:25.000, 2015-01-13T16:06:58.000, 6); [2015-01-13T16:06:58.000, 2015-01-13T16:07:14.000, 5); [2015-01-13T16:07:14.000, 2015-01-13T16:07:17.000, 4); [2015-01-13T16:07:17.000, 2015-01-20T09:43:49.000, 3); [2015-01-20T09:43:49.000, 2015-01-20T09:44:03.000, 2); [2015-01-20T09:44:03.000, 2015-01-25T22:55:01.000, 1]>",,,,,,
"700","717","<[2012-04-23T19:23:28.000, 2015-01-18T18:23:28.000, 1]>",,,,,,
"857","262","<[2012-06-09T03:04:56.000, 2015-03-06T02:04:56.000, 1]>",,,,,,
"821","10","<[2012-05-14T16:18:57.000, 2015-02-08T15:18:57.000, 1]>",,,,,,
"468","55","<[2012-03-22T10:59:22.000, 2014-12-17T10:59:22.000, 1]>",,,,,,
"482","4","<[2012-02-07T00:22:33.000, 2012-02-11T22:10:22.000, 1); [2012-02-11T22:10:22.000, 2014-11-03T00:22:33.000, 2); [2014-11-03T00:22:33.000, 2014-11-07T22:10:22.000, 1]>",,,,,,
"4","636","<[2012-03-29T10:19:21.000, 2014-12-24T09:19:21.000, 1]>",,,,,,
"425","127","<[2012-07-30T23:05:29.000, 2015-04-26T23:05:29.000, 1]>",,,,,,
"540","683","<[2012-04-17T22:08:09.000, 2012-04-18T00:03:40.000, 1); [2012-04-18T00:03:40.000, 2015-01-12T21:08:09.000, 2); [2015-01-12T21:08:09.000, 2015-01-12T23:03:40.000, 1]>",,,,,,
"699","384","<[2012-04-12T16:36:24.000, 2015-01-07T15:36:24.000, 1]>",,,,,,
"378","4","<[2012-01-13T17:59:28.000, 2012-01-14T12:59:58.000, 1); [2012-01-14T12:59:58.000, 2012-04-09T00:33:48.000, 2); [2012-04-09T00:33:48.000, 2012-04-19T15:17:51.000, 3); [2012-04-19T15:17:51.000, 2012-05-28T10:50:03.000, 4); [2012-05-28T10:50:03.000, 2012-08-01T01:22:06.000, 5); [2012-08-01T01:22:06.000, 2014-10-09T18:59:28.000, 6); [2014-10-09T18:59:28.000, 2014-10-10T13:59:58.000, 5); [2014-10-10T13:59:58.000, 2015-01-03T23:33:48.000, 4); [2015-01-03T23:33:48.000, 2015-01-14T14:17:51.000, 3); [2015-01-14T14:17:51.000, 2015-02-22T09:50:03.000, 2); [2015-02-22T09:50:03.000, 2015-04-28T01:22:06.000, 1]>",,,,,,
"857","1137","<[2012-07-29T16:17:31.000, 2015-04-25T16:17:31.000, 1]>",,,,,,
"647","895","<[2012-05-23T15:27:31.000, 2015-02-17T14:27:31.000, 1]>",,,,,,
"824","836","<[2012-05-29T21:38:24.000, 2015-02-23T20:38:24.000, 1]>",,,,,,
"683","207","<[2012-04-29T16:26:56.000, 2015-01-24T15:26:56.000, 1]>",,,,,,
"683","674","<[2012-05-02T16:35:58.000, 2012-05-02T22:51:36.000, 1); [2012-05-02T22:51:36.000, 2015-01-27T15:35:58.000, 2); [2015-01-27T15:35:58.000, 2015-01-27T21:51:36.000, 1]>",,,,,,
"233","307","<[2012-01-28T04:29:18.000, 2012-01-30T14:59:52.000, 1); [2012-01-30T14:59:52.000, 2014-10-24T05:29:18.000, 2); [2014-10-24T05:29:18.000, 2014-10-26T14:59:52.000, 1]>",,,,,,
"425","4","<[2012-01-22T00:32:41.000, 2012-01-26T22:58:17.000, 1); [2012-01-26T22:58:17.000, 2012-07-25T00:10:33.000, 2); [2012-07-25T00:10:33.000, 2014-10-18T01:32:41.000, 3); [2014-10-18T01:32:41.000, 2014-10-22T23:58:17.000, 2); [2014-10-22T23:58:17.000, 2015-04-21T00:10:33.000, 1]>",,,,,,
"8","974","<[2012-06-29T11:21:16.000, 2012-07-06T16:58:07.000, 1); [2012-07-06T16:58:07.000, 2012-08-22T11:07:30.000, 2); [2012-08-22T11:07:30.000, 2015-03-26T10:21:16.000, 3); [2015-03-26T10:21:16.000, 2015-04-02T16:58:07.000, 2); [2015-04-02T16:58:07.000, 2015-05-19T11:07:30.000, 1]>",,,,,,
"10","863","<[2012-06-05T18:09:37.000, 2015-03-02T17:09:37.000, 1]>",,,,,,
"857","8","<[2012-06-07T13:48:44.000, 2012-06-21T20:48:46.000, 1); [2012-06-21T20:48:46.000, 2012-06-28T22:50:08.000, 2); [2012-06-28T22:50:08.000, 2012-06-28T23:39:55.000, 3); [2012-06-28T23:39:55.000, 2012-06-28T23:58:20.000, 4); [2012-06-28T23:58:20.000, 2012-06-29T00:05:58.000, 5); [2012-06-29T00:05:58.000, 2012-07-21T16:34:40.000, 6); [2012-07-21T16:34:40.000, 2012-08-21T10:35:37.000, 7); [2012-08-21T10:35:37.000, 2012-10-05T20:07:29.000, 8); [2012-10-05T20:07:29.000, 2015-03-04T12:48:44.000, 9); [2015-03-04T12:48:44.000, 2015-03-18T19:48:46.000, 8); [2015-03-18T19:48:46.000, 2015-03-25T21:50:08.000, 7); [2015-03-25T21:50:08.000, 2015-03-25T22:39:55.000, 6); [2015-03-25T22:39:55.000, 2015-03-25T22:58:20.000, 5); [2015-03-25T22:58:20.000, 2015-03-25T23:05:58.000, 4); [2015-03-25T23:05:58.000, 2015-04-17T16:34:40.000, 3); [2015-04-17T16:34:40.000, 2015-05-18T10:35:37.000, 2); [2015-05-18T10:35:37.000, 2015-07-02T20:07:29.000, 1]>",,,,,,
"4","818","<[2012-05-04T17:40:31.000, 2015-01-29T16:40:31.000, 1]>",,,,,,
"76","474","<[2012-03-07T14:27:45.000, 2014-12-02T14:27:45.000, 1]>",,,,,,
"676","266","<[2012-04-25T15:02:34.000, 2015-01-20T14:02:34.000, 1]>",,,,,,
"439","454","<[2012-09-26T18:43:00.000, 2015-06-23T18:43:00.000, 1]>",,,,,,
"1254","812","<[2012-09-20T20:11:39.000, 2015-06-17T20:11:39.000, 1]>",,,,,,
"11","82","<[2012-07-21T00:15:09.000, 2015-04-17T00:15:09.000, 1]>",,,,,,
"8","167","<[2012-06-27T18:25:01.000, 2012-07-10T14:46:40.000, 1); [2012-07-10T14:46:40.000, 2015-03-24T17:25:01.000, 2); [2015-03-24T17:25:01.000, 2015-04-06T14:46:40.000, 1]>",,,,,,
"841","468","<[2012-05-10T22:56:32.000, 2015-02-04T21:56:32.000, 1]>",,,,,,
"763","468","<[2012-05-02T18:01:29.000, 2015-01-27T17:01:29.000, 1]>",,,,,,
"101","64","<[2012-03-01T09:25:46.000, 2014-11-26T09:25:46.000, 1]>",,,,,,
"965","10","<[2012-06-21T12:23:37.000, 2015-03-18T11:23:37.000, 1]>",,,,,,
"82","722","<[2012-06-13T02:12:22.000, 2015-03-10T01:12:22.000, 1]>",,,,,,
