Source,Target,Weight,Mission Report Id,Mission Report Title,Mission Brief Id,Mission Brief Title,Campaign Id,Campaign Title
"8","205","<[2012-03-08T11:05:10.000, 2012-08-15T13:59:14.000, 1); [2012-08-15T13:59:14.000, 2012-08-17T14:04:58.000, 2); [2012-08-17T14:04:58.000, 2014-12-03T11:05:10.000, 3); [2014-12-03T11:05:10.000, 2015-05-12T13:59:14.000, 2); [2015-05-12T13:59:14.000, 2015-05-14T14:04:58.000, 1]>",,,,,,
"64","369","<[2012-01-17T18:55:26.000, 2012-01-18T20:58:06.000, 1); [2012-01-18T20:58:06.000, 2012-01-19T17:15:00.000, 2); [2012-01-19T17:15:00.000, 2014-10-13T19:55:26.000, 3); [2014-10-13T19:55:26.000, 2014-10-14T21:58:06.000, 2); [2014-10-14T21:58:06.000, 2014-10-15T18:15:00.000, 1]>",,,,,,
"4","317","<[2011-12-17T00:03:59.000, 2014-09-12T01:03:59.000, 1]>",,,,,,
"4","439","<[2012-01-29T15:59:26.000, 2012-02-03T15:19:51.000, 1); [2012-02-03T15:19:51.000, 2012-03-11T20:38:00.000, 2); [2012-03-11T20:38:00.000, 2012-05-16T23:20:20.000, 3); [2012-05-16T23:20:20.000, 2012-06-12T21:34:28.000, 4); [2012-06-12T21:34:28.000, 2014-10-25T16:59:26.000, 5); [2014-10-25T16:59:26.000, 2014-10-30T15:19:51.000, 4); [2014-10-30T15:19:51.000, 2014-12-06T20:38:00.000, 3); [2014-12-06T20:38:00.000, 2015-02-10T22:20:20.000, 2); [2015-02-10T22:20:20.000, 2015-03-09T20:34:28.000, 1]>",,,,,,
"92","537","<[2012-06-13T18:26:59.000, 2012-09-16T04:18:27.000, 1); [2012-09-16T04:18:27.000, 2015-03-10T17:26:59.000, 2); [2015-03-10T17:26:59.000, 2015-06-13T04:18:27.000, 1]>",,,,,,
"64","378","<[2012-01-13T08:18:32.000, 2012-04-05T17:29:00.000, 1); [2012-04-05T17:29:00.000, 2012-04-06T14:45:00.000, 2); [2012-04-06T14:45:00.000, 2012-04-07T05:21:46.000, 3); [2012-04-07T05:21:46.000, 2012-04-09T18:30:00.000, 4); [2012-04-09T18:30:00.000, 2012-04-19T08:39:05.000, 5); [2012-04-19T08:39:05.000, 2012-05-21T06:24:32.000, 6); [2012-05-21T06:24:32.000, 2012-06-27T21:47:25.000, 7); [2012-06-27T21:47:25.000, 2014-10-09T09:18:32.000, 8); [2014-10-09T09:18:32.000, 2014-12-31T16:29:00.000, 7); [2014-12-31T16:29:00.000, 2015-01-01T13:45:00.000, 6); [2015-01-01T13:45:00.000, 2015-01-02T04:21:46.000, 5); [2015-01-02T04:21:46.000, 2015-01-04T17:30:00.000, 4); [2015-01-04T17:30:00.000, 2015-01-14T07:39:05.000, 3); [2015-01-14T07:39:05.000, 2015-02-15T05:24:32.000, 2); [2015-02-15T05:24:32.000, 2015-03-24T20:47:25.000, 1]>",,,,,,
"807","824","<[2012-06-05T18:11:01.000, 2015-03-02T17:11:01.000, 1]>",,,,,,
"369","414","<[2012-01-17T15:02:29.000, 2014-10-13T16:02:29.000, 1]>",,,,,,
"101","468","<[2012-04-10T11:30:11.000, 2015-01-05T10:30:11.000, 1]>",,,,,,
"8","439","<[2012-02-10T13:59:37.000, 2012-02-16T15:47:32.000, 1); [2012-02-16T15:47:32.000, 2014-11-06T13:59:37.000, 2); [2014-11-06T13:59:37.000, 2014-11-12T15:47:32.000, 1]>",,,,,,
"262","439","<[2012-11-15T17:56:46.000, 2012-11-15T18:49:02.000, 1); [2012-11-15T18:49:02.000, 2015-08-12T18:56:46.000, 2); [2015-08-12T18:56:46.000, 2015-08-12T19:49:02.000, 1]>",,,,,,
"69","683","<[2012-11-19T12:19:18.000, 2015-08-16T13:19:18.000, 1]>",,,,,,
"932","678","<[2012-07-20T16:26:09.000, 2015-04-16T16:26:09.000, 1]>",,,,,,
"499","683","<[2012-04-24T00:44:57.000, 2015-01-18T23:44:57.000, 1]>",,,,,,
"55","1","<[2012-11-06T10:58:27.000, 2015-08-03T11:58:27.000, 1]>",,,,,,
"905","4","<[2012-08-26T12:21:44.000, 2012-09-13T11:35:14.000, 1); [2012-09-13T11:35:14.000, 2015-05-23T12:21:44.000, 2); [2015-05-23T12:21:44.000, 2015-06-10T11:35:14.000, 1]>",,,,,,
"720","678","<[2012-07-25T00:13:33.000, 2015-04-21T00:13:33.000, 1]>",,,,,,
"260","4","<[2012-06-25T15:55:24.000, 2015-03-22T14:55:24.000, 1]>",,,,,,
"262","8","<[2012-07-06T17:48:28.000, 2015-04-02T17:48:28.000, 1]>",,,,,,
"683","206","<[2012-06-13T01:16:52.000, 2012-06-13T01:47:53.000, 1); [2012-06-13T01:47:53.000, 2015-03-10T00:16:52.000, 2); [2015-03-10T00:16:52.000, 2015-03-10T00:47:53.000, 1]>",,,,,,
"857","540","<[2012-06-02T05:26:41.000, 2015-02-27T04:26:41.000, 1]>",,,,,,
"206","378","<[2012-06-03T14:07:28.000, 2012-06-06T12:41:59.000, 1); [2012-06-06T12:41:59.000, 2012-06-06T17:10:17.000, 2); [2012-06-06T17:10:17.000, 2012-06-19T16:35:20.000, 3); [2012-06-19T16:35:20.000, 2015-02-28T13:07:28.000, 4); [2015-02-28T13:07:28.000, 2015-03-03T11:41:59.000, 3); [2015-03-03T11:41:59.000, 2015-03-03T16:10:17.000, 2); [2015-03-03T16:10:17.000, 2015-03-16T15:35:20.000, 1]>",,,,,,
"795","10","<[2012-05-31T16:34:27.000, 2015-02-25T15:34:27.000, 1]>",,,,,,
"782","468","<[2012-04-28T18:58:48.000, 2015-01-23T17:58:48.000, 1]>",,,,,,
"468","167","<[2012-04-13T16:52:40.000, 2015-01-08T15:52:40.000, 1]>",,,,,,
"336","5","<[2011-12-20T01:53:28.000, 2014-09-15T02:53:28.000, 1]>",,,,,,
"55","64","<[2012-03-21T17:56:11.000, 2014-12-16T17:56:11.000, 1]>",,,,,,
"647","205","<[2012-06-23T23:55:27.000, 2015-03-20T22:55:27.000, 1]>",,,,,,
"1299","875","<[2012-11-16T08:14:52.000, 2015-08-13T09:14:52.000, 1]>",,,,,,
"69","10","<[2012-05-18T16:08:40.000, 2012-05-18T16:28:01.000, 1); [2012-05-18T16:28:01.000, 2012-06-21T02:20:44.000, 2); [2012-06-21T02:20:44.000, 2015-02-12T15:08:40.000, 3); [2015-02-12T15:08:40.000, 2015-02-12T15:28:01.000, 2); [2015-02-12T15:28:01.000, 2015-03-18T01:20:44.000, 1]>",,,,,,
"4","664","<[2012-04-20T15:58:04.000, 2012-04-20T17:56:49.000, 1); [2012-04-20T17:56:49.000, 2012-05-18T23:32:13.000, 2); [2012-05-18T23:32:13.000, 2015-01-15T14:58:04.000, 3); [2015-01-15T14:58:04.000, 2015-01-15T16:56:49.000, 2); [2015-01-15T16:56:49.000, 2015-02-12T22:32:13.000, 1]>",,,,,,
"482","482","<[2012-02-11T23:23:41.000, 2014-11-07T23:23:41.000, 1]>",,,,,,
"932","82","<[2012-07-11T00:52:54.000, 2012-07-11T11:44:07.000, 1); [2012-07-11T11:44:07.000, 2012-07-12T22:51:24.000, 2); [2012-07-12T22:51:24.000, 2012-07-13T00:15:36.000, 3); [2012-07-13T00:15:36.000, 2012-07-20T17:25:49.000, 4); [2012-07-20T17:25:49.000, 2012-08-01T14:23:14.000, 5); [2012-08-01T14:23:14.000, 2015-04-07T00:52:54.000, 6); [2015-04-07T00:52:54.000, 2015-04-07T11:44:07.000, 5); [2015-04-07T11:44:07.000, 2015-04-08T22:51:24.000, 4); [2015-04-08T22:51:24.000, 2015-04-09T00:15:36.000, 3); [2015-04-09T00:15:36.000, 2015-04-16T17:25:49.000, 2); [2015-04-16T17:25:49.000, 2015-04-28T14:23:14.000, 1]>",,,,,,
"82","265","<[2012-06-12T18:21:14.000, 2015-03-09T17:21:14.000, 1]>",,,,,,
"64","246","<[2012-06-04T04:29:00.000, 2015-03-01T03:29:00.000, 1]>",,,,,,
"812","37","<[2012-06-04T00:06:03.000, 2015-02-28T23:06:03.000, 1]>",,,,,,
"825","468","<[2012-05-17T15:26:10.000, 2012-05-18T00:55:03.000, 1); [2012-05-18T00:55:03.000, 2015-02-11T14:26:10.000, 2); [2015-02-11T14:26:10.000, 2015-02-11T23:55:03.000, 1]>",,,,,,
"663","536","<[2012-04-10T12:11:42.000, 2015-01-05T11:11:42.000, 1]>",,,,,,
"811","540","<[2012-06-12T21:18:05.000, 2015-03-09T20:18:05.000, 1]>",,,,,,
"186","64","<[2011-11-20T14:59:47.000, 2014-08-16T15:59:47.000, 1]>",,,,,,
"674","540","<[2012-04-21T06:06:30.000, 2015-01-16T05:06:30.000, 1]>",,,,,,
"8","166","<[2011-12-04T18:34:29.000, 2014-08-30T19:34:29.000, 1]>",,,,,,
"8","1175","<[2012-07-27T14:19:56.000, 2015-04-23T14:19:56.000, 1]>",,,,,,
"857","857","<[2012-06-02T13:22:17.000, 2012-06-07T15:00:33.000, 1); [2012-06-07T15:00:33.000, 2012-07-24T02:36:00.000, 2); [2012-07-24T02:36:00.000, 2015-02-27T12:22:17.000, 3); [2015-02-27T12:22:17.000, 2015-03-04T14:00:33.000, 2); [2015-03-04T14:00:33.000, 2015-04-20T02:36:00.000, 1]>",,,,,,
"677","8","<[2012-05-14T17:52:39.000, 2015-02-08T16:52:39.000, 1]>",,,,,,
"233","405","<[2012-01-31T02:28:22.000, 2014-10-27T02:28:22.000, 1]>",,,,,,
"536","369","<[2012-02-29T12:24:54.000, 2014-11-25T12:24:54.000, 1]>",,,,,,
"474","351","<[2012-03-08T13:28:02.000, 2014-12-03T13:28:02.000, 1]>",,,,,,
"935","4","<[2012-07-13T13:10:23.000, 2015-04-09T13:10:23.000, 1]>",,,,,,
"1056","4","<[2012-07-02T10:57:17.000, 2015-03-29T10:57:17.000, 1]>",,,,,,
"82","857","<[2012-06-21T21:02:52.000, 2012-07-28T22:33:25.000, 1); [2012-07-28T22:33:25.000, 2015-03-18T20:02:52.000, 2); [2015-03-18T20:02:52.000, 2015-04-24T22:33:25.000, 1]>",,,,,,
"932","37","<[2012-05-30T14:00:39.000, 2015-02-24T13:00:39.000, 1]>",,,,,,
"700","468","<[2012-04-13T18:00:28.000, 2012-05-10T09:07:09.000, 1); [2012-05-10T09:07:09.000, 2015-01-08T17:00:28.000, 2); [2015-01-08T17:00:28.000, 2015-02-04T08:07:09.000, 1]>",,,,,,
"64","64","<[2011-11-19T15:06:00.000, 2011-12-12T23:31:00.000, 1); [2011-12-12T23:31:00.000, 2011-12-13T20:22:05.000, 2); [2011-12-13T20:22:05.000, 2011-12-14T21:32:00.000, 3); [2011-12-14T21:32:00.000, 2011-12-17T03:01:52.000, 4); [2011-12-17T03:01:52.000, 2011-12-17T04:06:00.000, 5); [2011-12-17T04:06:00.000, 2011-12-19T21:36:00.000, 6); [2011-12-19T21:36:00.000, 2011-12-20T16:06:26.000, 7); [2011-12-20T16:06:26.000, 2012-01-04T18:34:57.000, 8); [2012-01-04T18:34:57.000, 2012-01-09T23:23:56.000, 9); [2012-01-09T23:23:56.000, 2012-01-11T18:40:57.000, 10); [2012-01-11T18:40:57.000, 2012-01-16T06:38:00.000, 11); [2012-01-16T06:38:00.000, 2012-01-17T18:38:36.000, 12); [2012-01-17T18:38:36.000, 2012-01-24T00:17:18.000, 13); [2012-01-24T00:17:18.000, 2012-01-25T17:55:00.000, 14); [2012-01-25T17:55:00.000, 2012-01-25T18:19:56.000, 15); [2012-01-25T18:19:56.000, 2012-01-26T06:55:55.000, 16); [2012-01-26T06:55:55.000, 2012-01-29T16:31:00.000, 17); [2012-01-29T16:31:00.000, 2012-01-29T19:55:00.000, 18); [2012-01-29T19:55:00.000, 2012-01-30T21:18:26.000, 19); [2012-01-30T21:18:26.000, 2012-02-04T16:53:41.000, 20); [2012-02-04T16:53:41.000, 2012-02-04T17:07:27.000, 21); [2012-02-04T17:07:27.000, 2012-02-04T20:16:38.000, 22); [2012-02-04T20:16:38.000, 2012-02-08T21:30:19.000, 23); [2012-02-08T21:30:19.000, 2012-02-22T05:09:31.000, 24); [2012-02-22T05:09:31.000, 2012-02-23T15:56:16.000, 25); [2012-02-23T15:56:16.000, 2012-02-23T16:44:15.000, 26); [2012-02-23T16:44:15.000, 2012-03-02T21:06:00.000, 27); [2012-03-02T21:06:00.000, 2012-03-07T14:58:06.000, 28); [2012-03-07T14:58:06.000, 2012-03-07T20:25:00.000, 29); [2012-03-07T20:25:00.000, 2012-03-10T12:56:00.000, 30); [2012-03-10T12:56:00.000, 2012-03-10T13:21:00.000, 31); [2012-03-10T13:21:00.000, 2012-03-10T13:36:00.000, 32); [2012-03-10T13:36:00.000, 2012-03-10T13:53:00.000, 33); [2012-03-10T13:53:00.000, 2012-03-10T14:18:00.000, 34); [2012-03-10T14:18:00.000, 2012-03-20T03:59:22.000, 35); [2012-03-20T03:59:22.000, 2012-03-20T22:25:25.000, 36); [2012-03-20T22:25:25.000, 2012-03-22T04:15:17.000, 37); [2012-03-22T04:15:17.000, 2012-03-22T04:41:27.000, 38); [2012-03-22T04:41:27.000, 2012-04-09T05:34:01.000, 39); [2012-04-09T05:34:01.000, 2012-04-11T22:21:30.000, 40); [2012-04-11T22:21:30.000, 2012-04-13T05:01:25.000, 41); [2012-04-13T05:01:25.000, 2012-04-14T13:46:00.000, 42); [2012-04-14T13:46:00.000, 2012-04-17T15:09:00.000, 43); [2012-04-17T15:09:00.000, 2012-04-18T00:37:00.000, 44); [2012-04-18T00:37:00.000, 2012-04-23T23:24:42.000, 45); [2012-04-23T23:24:42.000, 2012-05-03T21:01:36.000, 46); [2012-05-03T21:01:36.000, 2012-05-07T18:37:11.000, 47); [2012-05-07T18:37:11.000, 2012-05-09T18:22:04.000, 48); [2012-05-09T18:22:04.000, 2012-06-01T19:44:12.000, 49); [2012-06-01T19:44:12.000, 2014-08-15T16:06:00.000, 50); [2014-08-15T16:06:00.000, 2014-09-08T00:31:00.000, 49); [2014-09-08T00:31:00.000, 2014-09-08T21:22:05.000, 48); [2014-09-08T21:22:05.000, 2014-09-09T22:32:00.000, 47); [2014-09-09T22:32:00.000, 2014-09-12T04:01:52.000, 46); [2014-09-12T04:01:52.000, 2014-09-12T05:06:00.000, 45); [2014-09-12T05:06:00.000, 2014-09-14T22:36:00.000, 44); [2014-09-14T22:36:00.000, 2014-09-15T17:06:26.000, 43); [2014-09-15T17:06:26.000, 2014-09-30T19:34:57.000, 42); [2014-09-30T19:34:57.000, 2014-10-06T00:23:56.000, 41); [2014-10-06T00:23:56.000, 2014-10-07T19:40:57.000, 40); [2014-10-07T19:40:57.000, 2014-10-12T07:38:00.000, 39); [2014-10-12T07:38:00.000, 2014-10-13T19:38:36.000, 38); [2014-10-13T19:38:36.000, 2014-10-20T01:17:18.000, 37); [2014-10-20T01:17:18.000, 2014-10-21T18:55:00.000, 36); [2014-10-21T18:55:00.000, 2014-10-21T19:19:56.000, 35); [2014-10-21T19:19:56.000, 2014-10-22T07:55:55.000, 34); [2014-10-22T07:55:55.000, 2014-10-25T17:31:00.000, 33); [2014-10-25T17:31:00.000, 2014-10-25T20:55:00.000, 32); [2014-10-25T20:55:00.000, 2014-10-26T21:18:26.000, 31); [2014-10-26T21:18:26.000, 2014-10-31T16:53:41.000, 30); [2014-10-31T16:53:41.000, 2014-10-31T17:07:27.000, 29); [2014-10-31T17:07:27.000, 2014-10-31T20:16:38.000, 28); [2014-10-31T20:16:38.000, 2014-11-04T21:30:19.000, 27); [2014-11-04T21:30:19.000, 2014-11-18T05:09:31.000, 26); [2014-11-18T05:09:31.000, 2014-11-19T15:56:16.000, 25); [2014-11-19T15:56:16.000, 2014-11-19T16:44:15.000, 24); [2014-11-19T16:44:15.000, 2014-11-27T21:06:00.000, 23); [2014-11-27T21:06:00.000, 2014-12-02T14:58:06.000, 22); [2014-12-02T14:58:06.000, 2014-12-02T20:25:00.000, 21); [2014-12-02T20:25:00.000, 2014-12-05T12:56:00.000, 20); [2014-12-05T12:56:00.000, 2014-12-05T13:21:00.000, 19); [2014-12-05T13:21:00.000, 2014-12-05T13:36:00.000, 18); [2014-12-05T13:36:00.000, 2014-12-05T13:53:00.000, 17); [2014-12-05T13:53:00.000, 2014-12-05T14:18:00.000, 16); [2014-12-05T14:18:00.000, 2014-12-15T03:59:22.000, 15); [2014-12-15T03:59:22.000, 2014-12-15T22:25:25.000, 14); [2014-12-15T22:25:25.000, 2014-12-17T04:15:17.000, 13); [2014-12-17T04:15:17.000, 2014-12-17T04:41:27.000, 12); [2014-12-17T04:41:27.000, 2015-01-04T04:34:01.000, 11); [2015-01-04T04:34:01.000, 2015-01-06T21:21:30.000, 10); [2015-01-06T21:21:30.000, 2015-01-08T04:01:25.000, 9); [2015-01-08T04:01:25.000, 2015-01-09T12:46:00.000, 8); [2015-01-09T12:46:00.000, 2015-01-12T14:09:00.000, 7); [2015-01-12T14:09:00.000, 2015-01-12T23:37:00.000, 6); [2015-01-12T23:37:00.000, 2015-01-18T22:24:42.000, 5); [2015-01-18T22:24:42.000, 2015-01-28T20:01:36.000, 4); [2015-01-28T20:01:36.000, 2015-02-01T17:37:11.000, 3); [2015-02-01T17:37:11.000, 2015-02-03T17:22:04.000, 2); [2015-02-03T17:22:04.000, 2015-02-26T18:44:12.000, 1]>",,,,,,
"10","384","<[2012-01-18T17:03:00.000, 2012-01-23T14:27:59.000, 1); [2012-01-23T14:27:59.000, 2012-07-16T13:48:20.000, 2); [2012-07-16T13:48:20.000, 2014-10-14T18:03:00.000, 3); [2014-10-14T18:03:00.000, 2014-10-19T15:27:59.000, 2); [2014-10-19T15:27:59.000, 2015-04-12T13:48:20.000, 1]>",,,,,,
"233","468","<[2012-03-20T17:32:22.000, 2014-12-15T17:32:22.000, 1]>",,,,,,
"454","537","<[2012-09-13T18:45:45.000, 2012-09-14T11:15:44.000, 1); [2012-09-14T11:15:44.000, 2015-06-10T18:45:45.000, 2); [2015-06-10T18:45:45.000, 2015-06-11T11:15:44.000, 1]>",,,,,,
"863","10","<[2012-06-05T20:46:35.000, 2012-06-05T20:46:38.000, 1); [2012-06-05T20:46:38.000, 2015-03-02T19:46:35.000, 2); [2015-03-02T19:46:35.000, 2015-03-02T19:46:38.000, 1]>",,,,,,
"325","895","<[2012-05-23T22:47:55.000, 2015-02-17T21:47:55.000, 1]>",,,,,,
"782","683","<[2012-04-28T20:07:31.000, 2015-01-23T19:07:31.000, 1]>",,,,,,
"8","94","<[2012-04-17T17:13:38.000, 2012-04-26T10:26:37.000, 1); [2012-04-26T10:26:37.000, 2015-01-12T16:13:38.000, 2); [2015-01-12T16:13:38.000, 2015-01-21T09:26:37.000, 1]>",,,,,,
"186","44","<[2012-04-03T14:26:59.000, 2014-12-29T13:26:59.000, 1]>",,,,,,
"8","10","<[2011-11-28T17:04:55.000, 2011-12-07T17:23:36.000, 1); [2011-12-07T17:23:36.000, 2011-12-12T21:16:39.000, 2); [2011-12-12T21:16:39.000, 2012-01-24T13:05:26.000, 3); [2012-01-24T13:05:26.000, 2012-03-27T11:44:13.000, 4); [2012-03-27T11:44:13.000, 2012-04-17T18:06:38.000, 5); [2012-04-17T18:06:38.000, 2012-05-28T12:42:04.000, 6); [2012-05-28T12:42:04.000, 2012-07-21T15:05:42.000, 7); [2012-07-21T15:05:42.000, 2012-07-23T14:26:15.000, 8); [2012-07-23T14:26:15.000, 2012-07-24T11:52:07.000, 9); [2012-07-24T11:52:07.000, 2012-08-10T15:45:00.000, 10); [2012-08-10T15:45:00.000, 2012-10-03T11:12:07.000, 11); [2012-10-03T11:12:07.000, 2014-08-24T18:04:55.000, 12); [2014-08-24T18:04:55.000, 2014-09-02T18:23:36.000, 11); [2014-09-02T18:23:36.000, 2014-09-07T22:16:39.000, 10); [2014-09-07T22:16:39.000, 2014-10-20T14:05:26.000, 9); [2014-10-20T14:05:26.000, 2014-12-22T10:44:13.000, 8); [2014-12-22T10:44:13.000, 2015-01-12T17:06:38.000, 7); [2015-01-12T17:06:38.000, 2015-02-22T11:42:04.000, 6); [2015-02-22T11:42:04.000, 2015-04-17T15:05:42.000, 5); [2015-04-17T15:05:42.000, 2015-04-19T14:26:15.000, 4); [2015-04-19T14:26:15.000, 2015-04-20T11:52:07.000, 3); [2015-04-20T11:52:07.000, 2015-05-07T15:45:00.000, 2); [2015-05-07T15:45:00.000, 2015-06-30T11:12:07.000, 1]>",,,,,,
"346","1526","<[2012-11-28T23:17:52.000, 2012-11-28T23:17:55.000, 1); [2012-11-28T23:17:55.000, 2012-11-28T23:51:50.000, 2); [2012-11-28T23:51:50.000, 2015-08-26T00:17:52.000, 3); [2015-08-26T00:17:52.000, 2015-08-26T00:17:55.000, 2); [2015-08-26T00:17:55.000, 2015-08-26T00:51:50.000, 1]>",,,,,,
"200","4","<[2011-11-23T10:35:42.000, 2014-08-19T11:35:42.000, 1]>",,,,,,
"10","36","<[2011-12-06T18:32:16.000, 2012-03-05T22:26:20.000, 1); [2012-03-05T22:26:20.000, 2014-09-01T19:32:16.000, 2); [2014-09-01T19:32:16.000, 2014-11-30T22:26:20.000, 1]>",,,,,,
"683","205","<[2012-08-14T12:25:01.000, 2015-05-11T12:25:01.000, 1]>",,,,,,
"511","5","<[2012-05-30T14:44:14.000, 2015-02-24T13:44:14.000, 1]>",,,,,,
"5","836","<[2012-05-09T23:36:58.000, 2015-02-03T22:36:58.000, 1]>",,,,,,
"700","825","<[2012-05-11T13:04:18.000, 2015-02-05T12:04:18.000, 1]>",,,,,,
"684","468","<[2012-04-09T22:01:24.000, 2015-01-04T21:01:24.000, 1]>",,,,,,
"64","5","<[2011-12-05T21:02:00.000, 2011-12-16T05:22:00.000, 1); [2011-12-16T05:22:00.000, 2012-04-16T17:40:00.000, 2); [2012-04-16T17:40:00.000, 2012-05-10T00:20:54.000, 3); [2012-05-10T00:20:54.000, 2012-05-17T21:13:41.000, 4); [2012-05-17T21:13:41.000, 2014-08-31T22:02:00.000, 5); [2014-08-31T22:02:00.000, 2014-09-11T06:22:00.000, 4); [2014-09-11T06:22:00.000, 2015-01-11T16:40:00.000, 3); [2015-01-11T16:40:00.000, 2015-02-03T23:20:54.000, 2); [2015-02-03T23:20:54.000, 2015-02-11T20:13:41.000, 1]>",,,,,,
"4","482","<[2012-02-06T10:42:11.000, 2012-02-07T12:00:35.000, 1); [2012-02-07T12:00:35.000, 2012-02-12T21:07:04.000, 2); [2012-02-12T21:07:04.000, 2014-11-02T10:42:11.000, 3); [2014-11-02T10:42:11.000, 2014-11-03T12:00:35.000, 2); [2014-11-03T12:00:35.000, 2014-11-08T21:07:04.000, 1]>",,,,,,
"251","4","<[2011-12-10T01:31:03.000, 2014-09-05T02:31:03.000, 1]>",,,,,,
"439","1","<[2012-11-06T17:04:00.000, 2015-08-03T18:04:00.000, 1]>",,,,,,
"867","8","<[2012-08-29T20:05:21.000, 2015-05-26T20:05:21.000, 1]>",,,,,,
"684","11","<[2012-06-26T16:13:19.000, 2015-03-23T15:13:19.000, 1]>",,,,,,
"722","722","<[2012-06-16T04:34:13.000, 2012-06-19T17:00:39.000, 1); [2012-06-19T17:00:39.000, 2012-06-25T13:44:34.000, 2); [2012-06-25T13:44:34.000, 2012-06-25T18:17:07.000, 3); [2012-06-25T18:17:07.000, 2015-03-13T03:34:13.000, 4); [2015-03-13T03:34:13.000, 2015-03-16T16:00:39.000, 3); [2015-03-16T16:00:39.000, 2015-03-22T12:44:34.000, 2); [2015-03-22T12:44:34.000, 2015-03-22T17:17:07.000, 1]>",,,,,,
"4","867","<[2012-06-06T19:05:45.000, 2015-03-03T18:05:45.000, 1]>",,,,,,
"378","378","<[2012-04-05T10:58:54.000, 2014-12-31T09:58:54.000, 1]>",,,,,,
"842","10","<[2012-06-10T13:36:49.000, 2015-03-07T12:36:49.000, 1]>",,,,,,
"64","839","<[2012-05-09T20:06:47.000, 2015-02-03T19:06:47.000, 1]>",,,,,,
"64","37","<[2012-03-27T21:20:45.000, 2012-04-18T00:51:48.000, 1); [2012-04-18T00:51:48.000, 2012-06-03T05:09:13.000, 2); [2012-06-03T05:09:13.000, 2012-06-03T17:10:37.000, 3); [2012-06-03T17:10:37.000, 2012-06-04T16:36:00.000, 4); [2012-06-04T16:36:00.000, 2012-06-05T23:47:13.000, 5); [2012-06-05T23:47:13.000, 2014-12-22T20:20:45.000, 6); [2014-12-22T20:20:45.000, 2015-01-12T23:51:48.000, 5); [2015-01-12T23:51:48.000, 2015-02-28T04:09:13.000, 4); [2015-02-28T04:09:13.000, 2015-02-28T16:10:37.000, 3); [2015-02-28T16:10:37.000, 2015-03-01T15:36:00.000, 2); [2015-03-01T15:36:00.000, 2015-03-02T22:47:13.000, 1]>",,,,,,
"9","64","<[2011-11-22T17:07:18.000, 2014-08-18T18:07:18.000, 1]>",,,,,,
"82","246","<[2012-06-04T17:57:49.000, 2012-06-13T18:39:59.000, 1); [2012-06-13T18:39:59.000, 2015-03-01T16:57:49.000, 2); [2015-03-01T16:57:49.000, 2015-03-10T17:39:59.000, 1]>",,,,,,
"683","825","<[2012-05-09T01:58:54.000, 2015-02-03T00:58:54.000, 1]>",,,,,,
"64","189","<[2012-03-27T20:03:39.000, 2014-12-22T19:03:39.000, 1]>",,,,,,
"647","932","<[2012-07-24T10:18:57.000, 2015-04-20T10:18:57.000, 1]>",,,,,,
"10","700","<[2012-05-09T22:57:41.000, 2015-02-03T21:57:41.000, 1]>",,,,,,
"683","664","<[2012-04-21T02:19:40.000, 2012-04-25T21:55:02.000, 1); [2012-04-25T21:55:02.000, 2012-05-05T02:41:23.000, 2); [2012-05-05T02:41:23.000, 2012-06-21T12:42:50.000, 3); [2012-06-21T12:42:50.000, 2012-06-21T16:19:21.000, 4); [2012-06-21T16:19:21.000, 2015-01-16T01:19:40.000, 5); [2015-01-16T01:19:40.000, 2015-01-20T20:55:02.000, 4); [2015-01-20T20:55:02.000, 2015-01-30T01:41:23.000, 3); [2015-01-30T01:41:23.000, 2015-03-18T11:42:50.000, 2); [2015-03-18T11:42:50.000, 2015-03-18T15:19:21.000, 1]>",,,,,,
"439","700","<[2012-05-11T10:16:57.000, 2012-05-16T17:22:07.000, 1); [2012-05-16T17:22:07.000, 2012-05-18T10:03:50.000, 2); [2012-05-18T10:03:50.000, 2015-02-05T09:16:57.000, 3); [2015-02-05T09:16:57.000, 2015-02-10T16:22:07.000, 2); [2015-02-10T16:22:07.000, 2015-02-12T09:03:50.000, 1]>",,,,,,
"412","378","<[2012-01-26T17:07:45.000, 2012-02-09T11:42:08.000, 1); [2012-02-09T11:42:08.000, 2012-05-21T12:07:33.000, 2); [2012-05-21T12:07:33.000, 2014-10-22T18:07:45.000, 3); [2014-10-22T18:07:45.000, 2014-11-05T11:42:08.000, 2); [2014-11-05T11:42:08.000, 2015-02-15T11:07:33.000, 1]>",,,,,,
"857","64","<[2012-06-01T19:32:38.000, 2012-06-03T05:12:35.000, 1); [2012-06-03T05:12:35.000, 2012-06-03T05:28:31.000, 2); [2012-06-03T05:28:31.000, 2012-06-28T22:37:35.000, 3); [2012-06-28T22:37:35.000, 2015-02-26T18:32:38.000, 4); [2015-02-26T18:32:38.000, 2015-02-28T04:12:35.000, 3); [2015-02-28T04:12:35.000, 2015-02-28T04:28:31.000, 2); [2015-02-28T04:28:31.000, 2015-03-25T21:37:35.000, 1]>",,,,,,
"64","768","<[2012-04-26T21:19:55.000, 2012-04-27T16:51:17.000, 1); [2012-04-27T16:51:17.000, 2015-01-21T20:19:55.000, 2); [2015-01-21T20:19:55.000, 2015-01-22T15:51:17.000, 1]>",,,,,,
