511,0,788,"03 - We, the people",2
509,2,2153,"03 - We, the people",2
510,0,574,01 - Bootcamp,0
512,2,901,"03 - We, the people",0
513,0,294,02 - Making a living,4
514,0,2613,01 - Bootcamp,0
515,2,1864,"03 - We, the people",0
516,0,724,02 - Making a living,4
517,0,161,"03 - We, the people",2
518,2,845,"03 - We, the people",0
519,0,67,"03 - We, the people",2
520,2,353,"03 - We, the people",2
521,0,4371,"03 - We, the people",2
522,0,135,"03 - We, the people",13
523,5,81,00 - Undefined,0
524,5,2274,00 - Undefined,0
525,0,161,00 - Undefined,5
526,5,53,00 - Undefined,0
527,0,914,"03 - We, the people",0
528,0,976,01 - Bootcamp,0
529,0,986,"03 - We, the people",2
530,0,4432,01 - Bootcamp,0
531,2,1964,"03 - We, the people",0
532,0,431,"03 - We, the people",0
533,0,54,"03 - We, the people",0
534,2,219,"03 - We, the people",0
535,2,617,"03 - We, the people",0
536,2,1602,01 - Bootcamp,0
537,0,2427,01 - Bootcamp,0
538,2,708,01 - Bootcamp,0
539,13,6040,"03 - We, the people",13
540,13,5405,"03 - We, the people",13
541,0,4436,"03 - We, the people",13
542,0,5154,01 - Bootcamp,2
543,0,287,01 - Bootcamp,4
545,0,4174,"03 - We, the people",2
546,2,481,"03 - We, the people",0
547,0,1286,01 - Bootcamp,10
548,10,1047,01 - Bootcamp,0
549,0,2043,01 - Bootcamp,10
550,0,7372,01 - Bootcamp,2
551,0,123,01 - Bootcamp,2
552,10,187,01 - Bootcamp,0
553,2,15,01 - Bootcamp,0
554,10,5688,01 - Bootcamp,0
555,0,2174,01 - Bootcamp,10
556,0,800,01 - Bootcamp,4
557,0,19,00 - Undefined,5
558,2,1592,"03 - We, the people",0
559,0,3210,"03 - We, the people",0
560,0,1255,"03 - We, the people",10
561,0,1060,02 - Making a living,0
562,0,980,"03 - We, the people",0
563,2,857,"03 - We, the people",0
564,10,946,"03 - We, the people",0
565,0,2372,"03 - We, the people",2
566,10,2006,"03 - We, the people",0
567,2,454,"03 - We, the people",0
568,0,96,"03 - We, the people",10
569,0,1848,"03 - We, the people",0
570,0,5088,"03 - We, the people",2
571,2,579,"03 - We, the people",0
572,2,737,01 - Bootcamp,2
573,2,1916,01 - Bootcamp,2
574,0,3085,01 - Bootcamp,2
575,0,930,01 - Bootcamp,2
576,2,849,01 - Bootcamp,2
577,0,716,"03 - We, the people",0
578,0,2362,02 - Making a living,0
579,0,1534,02 - Making a living,0
580,2,904,02 - Making a living,0
581,0,3763,02 - Making a living,2
582,0,2670,"03 - We, the people",10
583,0,1256,"03 - We, the people",0
584,0,2215,01 - Bootcamp,2
585,0,1285,"03 - We, the people",10
586,0,469,00 - Undefined,0
587,0,2787,"03 - We, the people",0
588,4,1859,01 - Bootcamp,4
589,4,274,01 - Bootcamp,4
590,2,1054,"03 - We, the people",2
591,2,1469,"03 - We, the people",2
593,0,2642,"03 - We, the people",2
594,0,712,02 - Making a living,4
596,0,211,"03 - We, the people",2
597,0,65,01 - Bootcamp,4
598,0,1380,"03 - We, the people",0
599,10,1057,"03 - We, the people",0
600,10,644,"03 - We, the people",0
601,10,1688,"03 - We, the people",0
603,0,2280,"03 - We, the people",2
604,0,3148,01 - Bootcamp,2
605,2,723,"03 - We, the people",0
606,0,315,"03 - We, the people",2
607,2,307,01 - Bootcamp,0
608,2,166,02 - Making a living,0
609,2,545,"03 - We, the people",0
610,2,154,"03 - We, the people",2
611,2,1257,"03 - We, the people",0
612,2,211,"03 - We, the people",0
613,2,629,"03 - We, the people",2
614,10,727,"03 - We, the people",2
615,2,126,"03 - We, the people",10
616,2,50,"03 - We, the people",2
617,2,656,"03 - We, the people",0
618,0,2780,02 - Making a living,2
619,0,1027,"03 - We, the people",2
620,0,1084,"03 - We, the people",2
621,0,1198,"03 - We, the people",2
622,2,440,"03 - We, the people",0
623,0,3511,"03 - We, the people",2
624,0,692,"03 - We, the people",2
625,0,2790,"03 - We, the people",2
626,2,612,"03 - We, the people",0
627,0,38,"03 - We, the people",2
628,0,572,"03 - We, the people",2
629,2,321,"03 - We, the people",0
630,0,19,"03 - We, the people",2
631,0,3640,"03 - We, the people",0
632,0,3035,"03 - We, the people",2
633,0,1098,"03 - We, the people",0
634,0,486,"03 - We, the people",0
635,0,5199,"03 - We, the people",0
636,0,5385,"03 - We, the people",0
637,2,300,"03 - We, the people",0
638,2,402,"03 - We, the people",0
639,2,348,"03 - We, the people",0
640,0,3584,"03 - We, the people",2
641,0,1664,"03 - We, the people",2
642,0,503,"03 - We, the people",2
643,2,130,"03 - We, the people",0
644,2,267,"03 - We, the people",2
645,2,200,"03 - We, the people",0
646,2,71,"03 - We, the people",2
647,2,15,"03 - We, the people",2
648,2,1270,"03 - We, the people",0
649,2,753,"03 - We, the people",2
650,2,127,"03 - We, the people",2
651,0,947,"03 - We, the people",2
652,0,1549,"03 - We, the people",0
653,0,585,"03 - We, the people",2
654,2,202,"03 - We, the people",0
655,0,745,"03 - We, the people",0
656,0,3207,"03 - We, the people",2
657,13,2374,"03 - We, the people",2
658,13,2374,"03 - We, the people",2
659,2,99,"03 - We, the people",13
660,0,1757,"03 - We, the people",13
662,0,2403,"03 - We, the people",2
663,0,613,02 - Making a living,4
664,0,839,02 - Making a living,4
665,0,600,"03 - We, the people",0
666,13,2933,"03 - We, the people",13
667,2,693,"03 - We, the people",0
668,0,475,"03 - We, the people",2
669,2,92,"03 - We, the people",0
670,2,277,"03 - We, the people",0
671,13,1611,"03 - We, the people",0
672,0,3607,"03 - We, the people",2
673,2,758,"03 - We, the people",0
674,0,410,"03 - We, the people",13
675,0,2917,"03 - We, the people",2
676,0,1072,"03 - We, the people",0
677,4,3598,02 - Making a living,4
678,0,451,"03 - We, the people",0
679,0,1400,01 - Bootcamp,0
680,4,832,02 - Making a living,0
681,4,239,02 - Making a living,0
682,0,788,02 - Making a living,4
683,0,291,02 - Making a living,4
684,0,1055,"03 - We, the people",0
685,0,529,01 - Bootcamp,0
686,0,413,02 - Making a living,0
687,0,347,"03 - We, the people",0
688,0,253,"03 - We, the people",0
689,0,995,"03 - We, the people",0
690,4,1026,02 - Making a living,4
691,0,123,"03 - We, the people",0
692,0,199,"03 - We, the people",0
693,0,889,"03 - We, the people",0
694,0,203,"03 - We, the people",0
695,0,1352,"03 - We, the people",0
696,0,2312,"03 - We, the people",0
697,4,1285,02 - Making a living,0
698,2,1211,"03 - We, the people",0
699,0,1148,"03 - We, the people",2
700,0,263,"03 - We, the people",2
701,0,1762,"03 - We, the people",0
702,0,611,"03 - We, the people",2
703,0,417,02 - Making a living,4
704,0,2256,02 - Making a living,4
705,0,622,"03 - We, the people",0
706,0,144,"03 - We, the people",0
707,0,917,02 - Making a living,0
708,0,960,02 - Making a living,0
709,0,1978,02 - Making a living,0
710,0,498,02 - Making a living,0
711,0,763,02 - Making a living,0
712,0,1370,02 - Making a living,0
713,2,622,"03 - We, the people",0
714,0,390,"03 - We, the people",2
716,0,718,"03 - We, the people",0
717,0,178,"03 - We, the people",2
718,4,893,02 - Making a living,0
719,2,280,"03 - We, the people",0
720,0,462,02 - Making a living,4
721,0,601,"03 - We, the people",2
722,2,69,"03 - We, the people",0
723,0,845,"03 - We, the people",0
724,0,486,"03 - We, the people",0
725,2,365,"03 - We, the people",0
726,4,81,02 - Making a living,0
727,4,895,01 - Bootcamp,5
728,0,348,"03 - We, the people",2
729,0,32,01 - Bootcamp,5
730,0,975,"03 - We, the people",2
731,4,1271,02 - Making a living,4
732,0,185,01 - Bootcamp,4
733,0,1917,"03 - We, the people",2
734,2,282,"03 - We, the people",0
735,2,295,"03 - We, the people",0
736,0,270,"03 - We, the people",2
739,0,342,"03 - We, the people",0
740,0,535,"03 - We, the people",0
738,0,820,"03 - We, the people",2
741,0,4578,02 - Making a living,0
742,0,728,01 - Bootcamp,4
743,2,864,"03 - We, the people",0
744,4,1384,01 - Bootcamp,0
745,0,350,"03 - We, the people",2
746,2,332,"03 - We, the people",0
750,2,812,"03 - We, the people",0
751,0,75,"03 - We, the people",2
752,2,857,"03 - We, the people",0
753,0,107,"03 - We, the people",2
754,0,6,"03 - We, the people",0
755,2,38,"03 - We, the people",0
756,0,1229,01 - Bootcamp,4
748,0,1660,"03 - We, the people",2
749,0,418,"03 - We, the people",2
757,0,185,"03 - We, the people",2
758,0,362,"03 - We, the people",2
759,0,1001,"03 - We, the people",2
760,0,818,"03 - We, the people",0
761,2,247,"03 - We, the people",0
762,2,1981,"03 - We, the people",2
763,2,803,"03 - We, the people",0
764,0,708,"03 - We, the people",2
765,0,1415,02 - Making a living,0
766,4,2046,01 - Bootcamp,0
767,0,1332,01 - Bootcamp,4
768,0,301,"03 - We, the people",0
769,4,294,01 - Bootcamp,0
770,0,291,"03 - We, the people",0
771,0,824,01 - Bootcamp,4
772,0,482,"03 - We, the people",2
773,0,431,"03 - We, the people",0
774,4,1879,02 - Making a living,0
775,4,1879,02 - Making a living,0
776,4,26,02 - Making a living,0
777,4,26,02 - Making a living,0
778,0,1657,04 - Caring for commons,0
779,4,444,01 - Bootcamp,0
780,0,966,02 - Making a living,4
781,0,1569,04 - Caring for commons,0
782,0,1472,04 - Caring for commons,0
783,0,459,04 - Caring for commons,0
784,0,2260,"03 - We, the people",0
785,0,159,02 - Making a living,4
786,0,363,"03 - We, the people",0
790,4,9,"03 - We, the people",0
792,0,1655,01 - Bootcamp,0
791,4,313,"03 - We, the people",0
788,0,463,02 - Making a living,10
789,0,589,"03 - We, the people",4
793,0,2501,"03 - We, the people",4
794,4,3195,"03 - We, the people",0
795,0,668,01 - Bootcamp,0
796,4,1346,01 - Bootcamp,0
